,n_vac,uco,ciu,pt,asig,ta,empleo,efun,cursos,t_max,t_min,fecha_cob,csce,obs,cod_cm
233,3274,REGIMIENTO DE INFANTERIA «ASTURIAS» 31,50041285,5SA45/009,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,959",GM25
234,3275,REGIMIENTO ACORAZADO «CASTILLA» N.o 16,50084266,5SA45/013,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,959",GM25
235,3276,REGIMIENTO ACORAZADO «ALCAZAR DE TOLEDO» 61,50023973,5SA5C/004,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,959",GM25
236,3277,GRUPO DE ARTILLERIA DE CAMPAÑA X,50015501,5SA49/002,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,959",GM25
237,3278,BATALLON DE ZAPADORES XI,50013330,5SA52/005,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"284,79",959,GM25
238,3279,BATALLON DE ZAPADORES X,50023596,5SA52/001,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"284,79",959,GM25
239,3280,BATALLON DE ZAPADORES X,50023596,5SA52/008,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"284,79",959,GM25
240,3281,BATALLON DE ZAPADORES I,51081222,5SA52/005,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"284,79",959,GM25
241,3282,BATALLON DE CG. DE LA BRIGADA «GUADARRAMA» XII,50050362,5SA50/014,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"284,79","196,511,960",GM25
242,3283,BATALLON DE CG. DE LA BRIGADA «ARAGON» I,51030836,5SA50/006,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"284,79","103,196,511,959",GM25
243,3284,BATALLON DE CG. DE LA BRIGADA «ARAGON» I,51030836,5SA50/005,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"284,79","103,196,511,959",GM25
244,3285,REGIMIENTO DE INFANTERIA «TENERIFE» 49,50037802,5SA19/002,CM,C,STTE,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"291,07","511,959",GM17
245,3286,BATALLON DE CG. DE LA BRIGADA «CANARIAS» XVI,50056348,5SA24/001,CM,C,STTE,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"291,07","511,960",GM17
246,3287,REGIMIENTO DE ARTILLERIA DE CAMPAÑA 93,50003115,5WF67/001,CM,C,STTE,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"291,07",959,GM17
247,3288,REGIMIENTO DE INFANTERIA «SORIA» 9,50013880,5WF67/001,CM,C,STTE,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"291,07",959,GM17
248,3289,GRUPO LOGISTICO XVI,50030059,5SA28/003,CM,C,STTE,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"291,07","196,511,959",GM17
249,3290,REGIMIENTO DE INFANTERIA «TENERIFE» 49,50037802,5WG11/001,CM,C,STTE a BG,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"291,07",959,GM17
250,3291,BATALLON DE ZAPADORES XVI,50039818,5WG11/001,CM,C,STTE a BG,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"291,07","511,959",GM17
251,3292,REGIMIENTO DE INFANTERIA «SORIA» 9,50013880,5SA51/009,CM,C,BG,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"284,79","511,959",GM25
252,3293,BATALLON DE ZAPADORES XVI,50039818,5SA52/005,CM,C,BG,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"284,79",959,GM25
253,3294,BATALLON DE ZAPADORES XVI,50039818,5SA52/007,CM,C,BG,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"284,79","511,959",GM25
254,3295,BATALLON DE ZAPADORES XVI (LAS PALMAS),50065658,5SA52/003,CM,C,BG,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"284,79","511,959",GM25
255,3296,GRUPO LOGISTICO XVI,50030059,5SA50/003,CM,C,BG,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"284,79","196,511,959",GM25
256,3297,AGRUPACION DE APOYO LOGISTICO N.o 21. (GRANADA),50019699,5SA28/003,CM,C,STTE,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"291,07","196,959",GM17
257,3298,AGRUPACION DE APOYO LOGISTICO N.o 21 (VILLAVICIOSA DE CORDOBA),50021229,5SA28/001,CM,C,STTE,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"291,07","196,960",GM17
258,3299,AGRUPACION DE APOYO LOGISTICO N.o 11. (PATERNA),50027615,5SA28/002,CM,C,STTE,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"291,07","196,501,960",GM17
259,3300,AGRUPACION DE APOYO LOGISTICO N.o 61. (VITORIA),50060971,5SA28/004,CM,C,STTE,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"304,34","196,511,959",GM17
260,3301,AGRUPACION DE APOYO LOGISTICO N.o 41. (SANT BOI DE LLOBREGAT),50070961,5SA28/001,CM,C,STTE,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"291,07","196,511,960",GM17
261,3302,AGRUPACION DE APOYO LOGISTICO N.o 21 (SEVILLA),50080638,5SA28/003,CM,C,STTE,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"291,07","196,960",GM17
262,3303,AGRUPACION DE APOYO LOGISTICO N.o 61. (BURGOS),50096789,5SA28/004,CM,C,STTE,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"291,07","196,511,960",GM17
263,3304,AGRUPACION DE APOYO LOGISTICO N.o 61. (BURGOS),50096789,5SA28/002,CM,C,STTE,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"291,07","196,959",GM17
264,3305,AGRUPACION DE APOYO LOGISTICO N.o 61. (BURGOS),50096789,5SA28/003,CM,C,STTE,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"291,07","196,959",GM17
265,3306,AGRUPACION DE TRANSPORTE NUM.1,50022962,5WG13/001,CM,C,STTE a BG,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"291,07",960,GM17
266,3307,AGRUPACION DE APOYO LOGISTICO N.o 81.,50038203,5WG13/001,CM,C,STTE a BG,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"291,07",960,GM17
267,3308,AGRUPACION DE APOYO LOGISTICO N.o 11. (COLMENAR),50047849,5WG13/001,CM,C,STTE a BG,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"291,07",960,GM17
268,3309,AGRUPACION DE APOYO LOGISTICO N.o 61. (VITORIA),50060971,5WG13/002,CM,C,STTE a BG,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"304,34",960,GM17
269,3310,AGRUPACION DE APOYO LOGISTICO N.o 11. (COLMENAR),50047849,5WG15/002,CM,C,STTE a BG,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"291,07",960,GM17
270,3311,AGRUPACION DE APOYO LOGISTICO N.o 11. (COLMENAR),50047849,5WG15/003,CM,C,STTE a BG,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"291,07","511,959",GM17
271,3312,AGRUPACION DE APOYO LOGISTICO N.o 11. (TALAVERA),50043527,5WG16/001,CM,C,STTE a BG,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"291,07",960,GM17
272,3313,AGRUPACION DE APOYO LOGISTICO N.o 61. (SANTOVENIA DE PISUERGA),50013730,5WG11/011,CM,C,STTE a BG,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"291,07","511,960",GM17
273,3314,AGRUPACION DE APOYO LOGISTICO N.o 21. (GRANADA),50019699,5WG11/003,CM,C,STTE a BG,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"291,07",959,GM17
274,3315,AGRUPACION DE APOYO LOGISTICO N.o 41. (ZARAGOZA),50030461,5WG11/018,CM,C,STTE a BG,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"291,07","503,959",GM17
275,3316,AGRUPACION DE APOYO LOGISTICO N.o 11. (COLMENAR),50047849,5WG11/012,CM,C,STTE a BG,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"291,07","511,960",GM17
276,3317,AGRUPACION DE APOYO LOGISTICO N.o 21 (SEVILLA),50080638,5WG11/009,CM,C,STTE a BG,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"291,07",959,GM17
277,3318,AGRUPACION DE APOYO LOGISTICO N.o 81.,50038203,5WF92/001,CM,C,STTE a BG,"['ADMON', 'I.LIG', 'AUTOM', 'AUTOM/MARMT/TLECO', 'ING.', 'MANME/INSTL', 'EQSUB', nan]",,"['10', nan]",,,"291,07",959,GM17
278,3319,AGRUPACION DE APOYO LOGISTICO N.o 61. (SANTOVENIA DE PISUERGA),50013730,5WG17/001,CM,C,STTE a BG,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"291,07",960,GM17
279,3320,AGRUPACION DE APOYO LOGISTICO N.o 41. (ZARAGOZA),50030461,5WG17/001,CM,C,STTE a BG,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"291,07",960,GM17
280,3321,AGRUPACION DE APOYO LOGISTICO N.o 11. (COLMENAR),50047849,5WG17/004,CM,C,STTE a BG,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"291,07",960,GM17
281,3322,AGRUPACION DE APOYO LOGISTICO N.o 11. (COLMENAR),50047849,5WG17/001,CM,C,STTE a BG,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"291,07",959,GM17
282,3323,AGRUPACION DE APOYO LOGISTICO N.o 11. (COLMENAR),50047849,5WG17/002,CM,C,STTE a BG,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"291,07",959,GM17
283,3324,AGRUPACION DE APOYO LOGISTICO N.o 21 (SEVILLA),50080638,5WG17/003,CM,C,STTE a BG,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"291,07",959,GM17
284,3325,AGRUPACION DE APOYO LOGISTICO N.o 61. (VITORIA),50060971,5WG03/001,CM,C,STTE a BG,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"304,34","511,960",GM17
285,3326,AGRUPACION DE APOYO LOGISTICO N.o 21 (SEVILLA),50080638,5WG03/001,CM,C,STTE a BG,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"291,07",959,GM17
286,3327,AGRUPACION DE APOYO LOGISTICO N.o 41. (ZARAGOZA),50030461,5SA50/005,CM,C,BG,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"284,79","196,511,959",GM25
287,3328,AGRUPACION DE APOYO LOGISTICO N.o 41. (ZARAGOZA),50030461,5SA50/015,CM,C,BG,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"284,79","196,511,959",GM25
288,3329,AGRUPACION DE APOYO LOGISTICO N.o 81.,50038203,5SA50/003,CM,C,BG,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"284,79","196,511,959",GM25
289,3330,AGRUPACION DE APOYO LOGISTICO N.o 11. (COLMENAR),50047849,5SA50/003,CM,C,BG,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"284,79","196,511,959",GM25
290,3331,AGRUPACION DE APOYO LOGISTICO N.o 11. (COLMENAR),50047849,5SA50/005,CM,C,BG,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"284,79","196,511,959",GM25
291,3332,AGRUPACION DE APOYO LOGISTICO N.o 21 (SEVILLA),50080638,5SA50/005,CM,C,BG,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"284,79","196,511,959",GM25
292,3333,AGRUPACION DE APOYO LOGISTICO N.o 21 (SEVILLA),50080638,5SA50/004,CM,C,BG,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"284,79","196,511,959",GM25
293,3334,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (VALENCIA),50030001,5SA28/004,CM,C,STTE,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"291,07","196,511,656,960",GM17
294,3335,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (VALENCIA),50030001,5SA28/001,CM,C,STTE,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"291,07","196,656,960",GM17
295,3336,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (BETERA),50030002,5SA28/008,CM,C,STTE,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"291,07","196,511,656,960",GM17
296,3337,BATALLON DE CG. DEL CGTAD.,50002381,5WG13/001,CM,C,STTE a BG,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"291,07",960,GM17
297,3338,BATALLON DE POLICIA MILITAR 1,50030003,5WG13/002,CM,C,STTE a BG,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"291,07",959,GM17
298,3339,BATALLON DE CG. DEL CGTAD.,50002381,5WG17/001,CM,C,STTE a BG,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"291,07",960,GM17
299,3340,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (BETERA),50030002,5SA50/016,CM,C,BG,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"257,83","196,511,656,960",GM25
300,3341,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (BETERA),50030002,5SA50/017,CM,C,BG,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"257,83","196,511,656,960",GM25
301,3342,BATALLON DE POLICIA MILITAR 1,50030003,5SA50/002,CM,C,BG,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"284,79","196,511,959",GM25
302,3343,BATALLON DE CG. DEL CGTAD. (VALENCIA),50030038,5SA50/003,CM,C,BG,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"284,79","196,511,959",GM25
303,3344,UNIDAD DE APOYO LOGISTICO SANITARIO,50068639,5WG13/003,CM,C,STTE a BG,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"291,07",960,GM17
304,3345,REGIMIENTO DE ARTILLERIA DE COSTA 4 (TARIFA),50013127,5SA2A/001,CM,C,STTE,"['ADMON', 'ARTC/AAAYC', 'MARMT', 'TLECO', nan]",,"['10', nan]",,,"291,07","511,959",GM17
305,3346,CUARTEL GENERAL DEL MAAA.,50032277,5SA2B/003,CM,C,STTE,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"291,07","511,656,960",GM17
306,3347,REGIMIENTO DE ARTILLERIA ANTIAEREA 73,50041299,5SA2B/003,CM,C,STTE,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"291,07","511,960",GM17
307,3348,REGIMIENTO DE GUERRA ELECTRONICA 31,50039122,5SA24/002,CM,C,STTE,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"291,07",959,GM17
308,3349,REGIMIENTO DE ESPECIALIDADES DE INGENIEROS 11,50048723,5WF67/001,CM,C,STTE,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"291,07",959,GM17
309,3350,REGIMIENTO DE ESPECIALIDADES DE INGENIEROS 11,50048723,5WF67/002,CM,C,STTE,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"291,07",959,GM17
310,3351,BATALLON DE HELICOPTEROS DE ATAQUE I,50065595,5WF67/001,CM,C,STTE,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"291,07",959,GM17
311,3352,REGIMIENTO DE INGENIEROS 1,50081154,5WF67/001,CM,C,STTE,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"291,07",960,GM17
312,3353,REGIMIENTO DE ESPECIALIDADES DE INGENIEROS 11,50048723,5SA28/001,CM,C,STTE,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"291,07","196,511,959",GM17
313,3354,UNIDAD LOGISTICA DEL MANDO DE OPERACIONES ESPECIALES,50090748,5SA28/004,CM,C,STTE,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"304,34","196,960",GM17
314,3355,UNIDAD LOGISTICA DEL MANDO DE OPERACIONES ESPECIALES,50090748,5SA28/005,CM,C,STTE,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"304,34","196,511,959",GM17
315,3356,CUARTEL GENERAL DEL MAAA.,50032277,5WG13/001,CM,C,STTE a BG,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"291,07","656,960",GM17
316,3357,REGIMIENTO DE ARTILLERIA DE CAMPAÑA 11,50078337,5WG17/001,CM,C,STTE a BG,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"291,07",960,GM17
317,3358,REGIMIENTO DE ARTILLERIA ANTIAEREA 71,50025296,5WG01/001,CM,C,STTE a BG,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"291,07","511,960",GM17
318,3359,GRUPO LOGISTICO DE LAS FAMET,50074841,5WG01/001,CM,C,STTE a BG,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"291,07",959,GM17
319,3360,GRUPO DE CUARTEL GENERAL DEL MANDO DE OPERACIONES ESPECIALES,50046137,5WG09/001,CM,C,STTE a BG,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"304,34",960,GM17
320,3361,CUARTEL GENERAL DEL MACA.,50070196,5SA49/004,CM,C,BG,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,656,960",GM25
321,3362,REGIMIENTO DE ARTILLERIA DE CAMPAÑA 11,50078337,5SA49/012,CM,C,BG,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,959",GM25
322,3363,REGIMIENTO DE ARTILLERIA DE COSTA 4 (SAN FERNANDO),50012789,5SA5B/007,CM,C,BG,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,960",GM25
323,3364,REGIMIENTO DE ARTILLERIA ANTIAEREA 71,50025296,5SA2C/008,CM,C,BG,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,959",GM25
