,n_vac,uco,ciu,pt,asig,ta,empleo,efun,cursos,t_max,t_min,fecha_cob,csce,obs,cod_cm,ejercito,cuerpo_esc,nivel
1612,03606,PARQUE Y CENTRO DE MANTO. DE VEHICULOS RUEDAS NUM. 2,57200015,CM,C,VOLUNTARIO,"231,83",,BG,DON JUAN DIAZ CAZALILLA,PCMVR 2,"['29,2', '31,1', '56,4', '22,4', '41,6', '8,4', '42,9', '30,6', '37,4', '15,0', '39,8', '41,7', '45,4', '25,4', '64,0', '14,4', '6,5', '9,0', '54,6', '56,2', '19,4', '6,7', '13,4', '10,2', nan]",,"['A1,A4', 'A1', nan]",,,,
1613,03607,JEFATURA DE LA INSPECCION GENERAL DEL EJÉRCITO,54000003,CM,C,VOLUNTARIO,"284,79",,STTE,DON JOSE LUIS LUCEA ABADIA,JIGE,"['29,2', '31,1', '56,4', '22,4', '41,6', '8,4', '42,9', '30,6', '37,4', '15,0', '39,8', '41,7', '45,4', '25,4', '64,0', '14,4', '6,5', '9,0', '54,6', '56,2', '19,4', '6,7', '13,4', '10,2', nan]",,"['A1,A4', 'A1', nan]",,,,
1614,03608,ESCUELA DE GUERRA DEL EJÉRCITO DE TIERRA,55100032,CM,C,VOLUNTARIO,"284,79",,BG,DON PABLO ABDON ESCRIBANO,DIIN,"['29,2', '31,1', '56,4', '22,4', '41,6', '8,4', '42,9', '30,6', '37,4', '15,0', '39,8', '41,7', '45,4', '25,4', '64,0', '14,4', '6,5', '9,0', '54,6', '56,2', '19,4', '6,7', '13,4', '10,2', nan]",,"['A1,A4', 'A1', nan]",,,,
1615,03612,CENTRO DE ADIESTRAMIENTO «SAN GREGORIO»,55100021,CM,C,FORZOSO,"207,22",,BG,DON JUAN CARLOS COLLAZOS MARTIN,PAD / BADAJOZ,"['29,2', '31,1', '56,4', '22,4', '41,6', '8,4', '42,9', '30,6', '37,4', '15,0', '39,8', '41,7', '45,4', '25,4', '64,0', '14,4', '6,5', '9,0', '54,6', '56,2', '19,4', '6,7', '13,4', '10,2', nan]",,"['A1,A4', 'A1', nan]",,,,
1616,03613,CENTRO DE ADIESTRAMIENTO «SAN GREGORIO»,55100021,CM,C,FORZOSO,"207,22",,BG,DON JUAN IGNACIO GOMEZ MATA,PAD / SANTOVENIA DE PISUERGA,"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1617,03614,CENTRO DE ADIESTRAMIENTO «SAN GREGORIO»,55100021,CM,C,FORZOSO,"207,22",,BG,DON JOSE GALLARDO GUIL,PAD / VALENCIA,"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1618,03615,ACADEMIA DE CABALLERIA,55107701,CM,C,VOLUNTARIO,"231,83",,BG,DON HERIBERTO FERNANDEZ HOLGADO,ACING,"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1619,03616,USBA «EL GOLOSO»,54130013,CM,C,VOLUNTARIO,"207,22",,BG,DON MIGUEL ANGEL CESPEDES RULL,PAD / VIATOR,"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1620,03617,USBA «GENERAL CAVALCANTI»,54130015,CM,C,VOLUNTARIO,"207,22",,BG,DON JUAN CARLOS BRAVO MASA,PAD / BADAJOZ,"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1621,03618,USAC «SAN CRISTOBAL-CANILLEJAS» (MADRID),54164711,CM,C,VOLUNTARIO,"207,22",,BG,DON JUAN MANUEL LOZANO RUIZ,PAD / GRANADA,"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1622,03619,USBA «TENIENTE FLOMESTA»,54217747,CM,C,VOLUNTARIO,"207,22",,BG,DON JUAN PINO DIAZ,AALOG 21 (SEVILLA),"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1623,03620,JEFATURA DE LA SEGUNDA SUBINSPECCION GENERAL DEL EJÉRCITO,54230025,CM,C,VOLUNTARIO,"184,24",,BG,DON ALVARO VARGAS TRIGUEROS,RAAA 74,"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1624,03621,USBA «CERRO MURIANO»,54230043,CM,C,VOLUNTARIO,"207,22",,BG,DON MANUEL LOPEZ FERNANDEZ,BCGBRI X,"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1625,03622,USAC «HEROES DEL REVELLIN»,54330027,CM,C,VOLUNTARIO,"207,22",,BG,DON IGNACIO URRACA AIZPURUA,AALOG 61 (VITORIA),"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1626,03623,USBA «OROEL» (AISA),54330037,CM,C,FORZOSO,"207,22",,BG,DON ARKAITZ SORIANO VICENTE,PAD / VIATOR,"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1627,03624,USAC «DIEGO PORCELOS»,54430014,CM,C,VOLUNTARIO,"207,22",,BG,DOÑA SONIA ARRABAL ESPEJA,JSUIGE 4,"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1628,03625,USBA «CID CAMPEADOR»,54430021,CM,C,VOLUNTARIO,"207,22",,BG,DON JOSE ANTONIO SAEZ PEREZ,AALOG 61 (VITORIA),"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1629,03626,JEFATURA DE LA QUINTA SUIGE (TENERIFE),54530001,CM,C,VOLUNTARIO,"184,24",,BG,DON MANUEL CASAL LOPEZ,EMAD-MOPS (POZUELO),"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1630,03627,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (GRANADA)",55100004,CM,C,VOLUNTARIO,"257,83",,BG,DON CRISTOBAL ORTIZ NIETO,JMADOC,"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1631,03628,CENTRO DE ADIESTRAMIENTO «CHINCHILLA»,55100020,CM,C,VOLUNTARIO,"207,22",,BG,DON LUIS ORTIZ MASSO,UME-RAIEM (TORREJON DE ARDOZ),"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1632,03629,CENTRO DE ADIESTRAMIENTO «SAN GREGORIO»,55100021,CM,C,VOLUNTARIO,"207,22",,BG,DON JAVIER LAFUENTE YAGUE,RPEI 12,"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1633,03630,ESCUELA POLITECNICA SUPERIOR DEL EJÉRCITO,55101709,CM,C,VOLUNTARIO,"231,83",,BG,DON ANTONIO GARCIA DURAN,ACAVIET,"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1634,03631,ACADEMIA GENERAL BASICA DE SUBOFICIALES,55104707,CM,C,FORZOSO,"257,83",,BG,DON MARCIAL CABALLERO TORRALBA,PAD / SAN ANDRES DEL RABANEDO,"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1635,03632,ACADEMIA DE CABALLERIA,55107701,CM,C,VOLUNTARIO,"231,83",,BG,DON JUAN RAMON MARTIN GUTIERREZ,PAD / A CORUÑA,"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1636,03633,CENTRO DE FORMACION DE TROPA NUM.1,55130004,CM,C,VOLUNTARIO,"207,22",,BG,DON ANTONIO FUENTES CORTES,PCMASACOM,"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1637,03634,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (MADRID)",55131192,CM,C,VOLUNTARIO,"184,24",,BG,DON JOSE PEDRO GARCIA DIAZ,BCGDIV «CASTILLEJOS»,"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1638,03635,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (VALLADOLID)",55135747,CM,C,VOLUNTARIO,"184,24",,BG,DON JOSE GUTIERREZ FUENTES,RT 22 (SEGOVIA),"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1639,03636,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (SEVILLA)",55153362,CM,C,VOLUNTARIO,"184,24",,BG,DON LUIS MARIA DOMINGUEZ GRANADO,USAC «VIGIL DE QUIÑONES»,"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1640,03637,JEFATURA DEL MANDO DE PERSONAL,56005114,CM,C,VOLUNTARIO,"257,83",,BG,DON LUIS ORELLANA ROMAN,PAD / CORDOBA,"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1641,03638,DIRECCION DE PERSONAL,56200003,CM,C,VOLUNTARIO,"257,83",,BG,DON ANGEL ALBIN GARCIA,PAD / SIERO,"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1642,03639,DIRECCION DE PERSONAL,56200003,CM,C,VOLUNTARIO,"257,83",,BG,DON JOSE ALEJANDRO DOMINGUEZ SANCHEZ,PAD / VILLAVICIOSA DE CORDOBA,"['61,7', '29,3', '53,4', '37,9', '22,1', '36,4', '18,7', '60,1', '63,2', '37,2', '47,1', '34,6', '41,7', '15,7', '20,9', '50,8', '26,8', '18,1', '38,9', '60,6', '25,7', '41,1', nan]",,"['A1', nan]",,,,
1643,03640,DIRECCION DE PERSONAL,56200003,CM,C,VOLUNTARIO,"257,83",,BG,DON PEDRO REYES CARVAJAL,AGTP 1,"15,6",,"['A1', 'A1,B3', nan]",,,,
1644,03641,DIRECCION DE PERSONAL,56200003,CM,C,VOLUNTARIO,"257,83",,BG,DON RAUL LORO HERRADOR,PAD / DOS HERMANAS,"15,5",,"['A1', 'A1,B3', nan]",,,,
1645,03642,DIRECCION DE PERSONAL,56200003,CM,C,VOLUNTARIO,"257,83",,BG,DOÑA ROSA MARIA ADAN BERMUDEZ,PAD / GRANADA,"16,1",,"['A1', 'A1,B3', nan]",,,,
1646,03643,DIRECCION DE PERSONAL,56200003,CM,C,VOLUNTARIO,"257,83",,BG,DON CARLOS GARCIA COPETE,RI 9,"14,5",,"['A1', 'A1,B3', nan]",,,,
1647,03644,DIRECCION DE PERSONAL,56200003,CM,C,VOLUNTARIO,"257,83",,BG,DON RICARDO CHASAN ULLA,PAD / MARINES,"14,0",,"['A1', 'A1,B3', nan]",,,,
1648,03645,DIRECCION DE PERSONAL,56200003,CM,C,VOLUNTARIO,"257,83",,BG,DON RAFAEL VEGA SOLAR,PAD / SIERO,"17,0",,"['A1', 'A1,B3', nan]",,,,
1649,03646,DIRECCION DE PERSONAL,56200003,CM,C,VOLUNTARIO,"257,83",,BG,DON JOSE RAMON SANCHEZ RUIZ,RI 49,"17,4",,"['A1', 'A1,B3', nan]",,,,
1650,03647,DIRECCION DE PERSONAL (CORDOBA),56240763,CM,C,VOLUNTARIO,"207,22",,BG,DON DIONISIO DELGADO SANTIAGO,PAD / GRANADA,"42,4",,"['A1', 'A1,B3', nan]",,,,
1651,03648,DIRECCION DE PERSONAL (SANTOVENIA DE PISUERGA),56258104,CM,C,VOLUNTARIO,"207,22",,BG,DON VICTORIO GARCIA VELASCO,PCMAYMA,"41,7",,"['A1', 'A1,B3', nan]",,,,
1652,03649,DIRECCION DE PERSONAL (A CORUÑA),56278172,CM,C,VOLUNTARIO,"207,22",,BG,DON FRANCISCO JAVIER RODRIGUEZ VILLAR,CGMAM,"36,9",,"['A1', 'A1,B3', nan]",,,,
1653,03650,DIRECCION DE PERSONAL (SALAMANCA),56280734,CM,C,VOLUNTARIO,"207,22",,BG,DON FERNANDO GOMEZ CANTARINO,CGMING,"48,3",,"['A1', 'A1,B3', nan]",,,,
1654,03651,PARQUE Y CENTRO DE MANTO. MAT. DE ING.,57200002,CM,C,VOLUNTARIO,"184,24",,BG,DON JORGE SANCHEZ ESTUDILLO,PAD / ALCALA DE HENARES,"23,8",,"['A1', 'A1,B3', nan]",,,,
1655,03652,"PARQUE Y CENTRO DE MANTO. SIS. AA, COSTA Y MISILES",57200011,CM,C,VOLUNTARIO,"184,24",,BG,DON MANUEL ALVAREZ CAÑON,PAD / HUESCA,"8,5",,"['A1', 'A1,B3', nan]",,,,
1656,03653,"PARQUE Y CENTRO DE MANTO. SIS. AA, COSTA Y MISILES",57200011,CM,C,VOLUNTARIO,"184,24",,BG,DON JUAN JOSE RODRIGUEZ LOZANO,PAD / MADRID,"20,4",,"['A1', 'A1,B3', nan]",,,,
1657,03654,PARQUE Y CENTRO DE MANTO. DE VEHICULOS RUEDAS NUM. 1,57200014,CM,C,VOLUNTARIO,"184,24",,SGT1,DON ANTONIO MARINO CALVO,AGTP 1 (ALCALA DE HENARES),"31,7",,"['A1', 'A1,B3', nan]",,,,
1658,03655,PARQUE Y CENTRO DE MANTO. DE HELICOPTEROS,57200016,CM,C,VOLUNTARIO,"184,24",,BG,DON RAUL FLORIDO PEREZ,PAD / POZUELO DE ALARCON,"17,9",,"['A1', 'A1,B3', nan]",,,,
1659,03656,PARQUE Y CENTRO DE MANTO. DE SISTEMAS HARDWARE Y SOFTWARE,57200018,CM,C,VOLUNTARIO,"184,24",,BG,DON CARLOS CAMACHO RUBIO,PAD / BADAJOZ,"17,1",,"['A1', 'A1,B3', nan]",,,,
1660,03657,PARQUE Y CENTRO DE MANTO. DE MATERIAL DE TRANSMISIONES,57201451,CM,C,VOLUNTARIO,"184,24",,BG,DON JUAN JAV. MOLINA GONZALEZ,PAD / CEUTA,"15,7",,"['A1', 'A1,B3', nan]",,,,
1661,03658,DIRECCION DE INTEGRACION DE FUNCIONES LOGISTICAS,57272892,CM,C,VOLUNTARIO,"257,83",,BG,DON RAFAEL DOMINGUEZ DELGADO,RI 31,"30,4",,"['A1', 'A1,B3', nan]",,,,
1662,03659,INSTITUTO DE HISTORIA Y CULTURA MILITAR (CARTAGENA),50430004,CM,D,VOLUNTARIO,"184,24",,STTE,DON LUIS MURCIA JERONIMO,BCGCOMGEMEL,"22,4",,"['A1', 'A1,B3', nan]",,,,
1663,03660,INSTITUTO DE HISTORIA Y CULTURA MILITAR (SEVILLA),50430013,CM,D,VOLUNTARIO,"184,24",,STTE,DON FRANCISCO LOPEZ GUERRERO,DIPE (SEVILLA),"46,9",,"['A1', 'A1,B3', nan]",,,,
1664,02121,"JEFATURA DE LOS SISTEMAS DE INFORMACION, TEL, AS.TEC. (MADRID)",53000011,CM,C,VOLUNTARIO,"489,98",CGET,CTE,DON JOSE LUIS RODRIGUEZ MENDEZ,UA JMADOC (GRANADA),"24,8","['26-06-2021', '01-08-2021', '10-09-2021', nan]","['A1,B1', 'A1', 'A1,B4', nan]",,,,
1665,02122,"DIRECCION DE INVESTIGACIÓN, DOCTRINA, ORGANICA Y MATERIALES",55230000,CM,C,VOLUNTARIO,"489,98",CGET,CTE,DON VICTOR MARIÑO MATEOS,EME,"41,2","['26-06-2021', '01-08-2021', '10-09-2021', nan]","['A1,B1', 'A1', 'A1,B4', nan]",,,,
1666,02125,JEFATURA DE LA CUARTA SUBINSPECCION GENERAL DEL EJÉRCITO,54430001,CM,C,VOLUNTARIO,"489,98",CGET,TCOL,DON VICTOR AMALIO SAMANIEGO PALACIOS,AGTP 1,"37,5","['26-06-2021', '01-08-2021', '10-09-2021', nan]","['A1,B1', 'A1', 'A1,B4', nan]",,,,
1667,02128,ACADEMIA DE CABALLERIA,55107701,CM,C,VOLUNTARIO,"489,98",CGET,TCOL,DON PEDRO PASCUAL SAN JOSE,SDG.COOPERACION Y DEFENSA CIVIL,"42,6","['26-06-2021', '01-08-2021', '10-09-2021', nan]","['A1,B1', 'A1', 'A1,B4', nan]",,,,
1668,02129,"DIRECCION DE INVESTIGACIÓN, DOCTRINA, ORGANICA Y MATERIALES",55230000,CM,C,VOLUNTARIO,"571,56",CGET,TCOL,DON LUIS MANUEL BENEITEZ MARTINEZ,RI 62,"42,5","['26-06-2021', '01-08-2021', '10-09-2021', nan]","['A1,B1', 'A1', 'A1,B4', nan]",,,,
1669,02131,DIRECCION DE ADQUISICIONES,57655773,CM,C,VOLUNTARIO,"571,56",CGET,TCOL,DON JOSE MARIA CORREAS SEGUROLA,ACING,"42,1","['26-06-2021', '01-08-2021', '10-09-2021', nan]","['A1,B1', 'A1', 'A1,B4', nan]",,,,
1670,02132,DIRECCION DE INTEGRACION DE FUNCIONES LOGISTICAS,57272892,CM,C,VOLUNTARIO,"489,98",CGET,CTE,DON JORGE GINES ACERO,UA JMADOC (GRANADA),"18,8","['26-06-2021', '01-08-2021', '10-09-2021', nan]","['A1,B1', 'A1', 'A1,B4', nan]",,,,
1671,02134,CUARTEL GENERAL DE LA DIVISION «CASTILLEJOS»,50014741,CM,C,VOLUNTARIO,"450,47",CGET,CTE,DON LUIS JAVIER ORGAZ NAVALLAS,CGBRI XII,"58,5","['26-06-2021', '01-08-2021', '10-09-2021', nan]","['A1,B1', 'A1', 'A1,B4', nan]",,,,
1672,02139,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (BETERA),50030002,CM,C,VOLUNTARIO,"489,98",CGET,CTE,DON CARLOS MAYOR LEON,PAD / GRANADA,"21,9","['26-06-2021', '01-08-2021', '10-09-2021', nan]","['A1,B1', 'A1', 'A1,B4', nan]",,,,
1673,02141,AGRUPACION DE SANIDAD 1,50098499,CM,C,VOLUNTARIO,"489,98",CGET,CTE,DON JOSE NIETO GALAN,UALSAN,"47,0","['26-06-2021', '01-08-2021', '10-09-2021', nan]","['A1,B1', 'A1', 'A1,B4', nan]",,,,
1674,02142,CUARTEL GENERAL DE LA FUERZA TERRESTRE,50002382,CM,C,VOLUNTARIO,"450,47",CGET,CTE,DON FRANCISCO LOPEZ PALOMARES,CGBRI X,"51,2","['26-06-2021', '01-08-2021', '10-09-2021', nan]","['A1,B1', 'A1', 'A1,B4', nan]",,,,
1675,02143,CUARTEL GENERAL DE LA FUERZA TERRESTRE,50002382,CM,C,VOLUNTARIO,"489,98",CGET,TCOL,DON JUAN MARIA HURTADO MARTIN,REI 11,"40,1","['26-06-2021', '01-08-2021', '10-09-2021', nan]","['A1,B1', 'A1', 'A1,B4', nan]",,,,
1676,02144,CUARTEL GENERAL DE LA FUERZA TERRESTRE,50002382,CM,C,VOLUNTARIO,"489,98",CGET,TCOL,DON JAIME MORA-FIGUEROA SILOS,CEFOT2,"48,2","['26-06-2021', '01-08-2021', '10-09-2021', nan]","['A1,B1', 'A1', 'A1,B4', nan]",,,,
1677,02146,CUARTEL GENERAL DEL MANDO DE CANARIAS,50001986,CM,C,VOLUNTARIO,"489,98",CGET,CTE,DON CARLOS FERNANDEZ ABAD,DIPE,"37,0","['26-06-2021', '01-08-2021', '10-09-2021', nan]","['A1,B1', 'A1', 'A1,B4', nan]",,,,
1678,02156,DIRECCION DE PERSONAL,56200003,CM,C,VOLUNTARIO,"489,98",CGET,CTE,DON JUAN MANUEL DOMINGUEZ BARREIRO,CGBRISAN,"51,5","['26-06-2021', '01-08-2021', '10-09-2021', nan]","['A1,B1', 'A1', 'A1,B4', nan]",,,,
1679,02157,DIRECCION DE ADQUISICIONES,57655773,CM,C,VOLUNTARIO,"571,56",CGET,TCOL,DON JUAN LUIS SAN JUAN DE CASTRO,PCMAYMA,"52,7","['26-06-2021', '01-08-2021', '10-09-2021', nan]","['A1,B1', 'A1', 'A1,B4', nan]",,,,
1680,02158,DIRECCION DE ADQUISICIONES,57655773,CM,C,VOLUNTARIO,"571,56",CGET,TCOL,DON JESUS FRANCISCO FERNANDEZ SAEZ,PAD / POZUELO DE ALARCON,"23,2","['26-06-2021', '01-08-2021', '10-09-2021', nan]","['A1,B1', 'A1', 'A1,B4', nan]",,,,
1681,02159,DIRECCION DE INTEGRACION DE FUNCIONES LOGISTICAS,57272892,CM,C,VOLUNTARIO,"571,56",CGET,TCOL,DON JUAN CARLOS MILLON PINTOS,PAD / TORREJON DE ARDOZ,"37,4","['26-06-2021', '01-08-2021', '10-09-2021', nan]","['A1,B1', 'A1', 'A1,B4', nan]",,,,
1682,02160,DIRECCION DE ADQUISICIONES,57655773,CM,C,VOLUNTARIO,"571,56",CGET,TCOL,DON MANUEL CERVERA DE LOS RIOS,PAD / DOS HERMANAS,"36,3","['26-06-2021', '01-08-2021', '10-09-2021', nan]","['A1,B1', 'A1', 'A1,B4', nan]",,,,
1683,02164,JEFATURA DE LA INSPECCION GENERAL DEL EJÉRCITO,54000003,CM,C,VOLUNTARIO,"571,56",CGET,TCOL,DON CARMELO BENITO MONJAS,CG EUROCUERPO (ESTRASBURGO),"47,9","['26-06-2021', '01-08-2021', '10-09-2021', nan]","['A1,B1', 'A1', 'A1,B4', nan]",,,,
1684,02166,DIRECCION DE PERSONAL,56200003,CM,C,VOLUNTARIO,"571,56",CGET,TCOL,DON FRANCISCO GUZMAN MALDONADO,USBA «MATE»,"38,3","['26-06-2021', '01-08-2021', '10-09-2021', nan]","['A1,B1', 'A1', 'A1,B4', nan]",,,,
1685,02335,REGIMIENTO ACORAZADO «ALCAZAR DE TOLEDO» 61,50023973,CM,C,VOLUNTARIO,"450,47",CGET,CTE,DON SERGIO LOPEZ DE ANDRES,CGBRI XII,"48,7","['10-09-2021', '13-05-2021', nan]","['A1', 'A1,B3', nan]",,,,
1686,02336,CUARTEL GENERAL DE LA BRIGADA «GUZMAN EL BUENO» X,50049816,CM,C,VOLUNTARIO,"450,47",CGET,CTE,DON CARLOS EMILIO MARTINEZ LOPEZ,PAD / CORDOBA,"30,3","['10-09-2021', '13-05-2021', nan]","['A1', 'A1,B3', nan]",,,,
1687,02340,REGIMIENTO DE INFANTERIA «SORIA» 9,50013880,CM,C,VOLUNTARIO,"450,47",CGET,CTE,DON JUAN CARLOS PEREZ SENDINO,RI 9,"51,7","['10-09-2021', '13-05-2021', nan]","['A1', 'A1,B3', nan]",,,,
1688,02346,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (BETERA),50030002,CM,C,VOLUNTARIO,"489,98",CGET,TCOL,DON ALEJANDRO DIAZ CABALLERO,RT 21,"54,6","['10-09-2021', '13-05-2021', nan]","['A1', 'A1,B3', nan]",,,,
1689,02347,AGRUPACION DE SANIDAD 1 (ZARAGOZA),50051713,CM,C,VOLUNTARIO,"412,70",CGET,CTE,DON RAFAEL PERRUCA MARTINEZ,CGDIV «CASTILLEJOS»,"27,8","['10-09-2021', '13-05-2021', nan]","['A1', 'A1,B3', nan]",,,,
1690,02348,REGIMIENTO DE ARTILLERIA ANTIAEREA 74 (SAN ROQUE),50093224,CM,C,VOLUNTARIO,"450,47",CGET,CTE,DON LUIS MILLAN BURGOS SANCHEZ,CGFT,"40,1","['10-09-2021', '13-05-2021', nan]","['A1', 'A1,B3', nan]",,,,
1691,02349,CUARTEL GENERAL DE LA FUERZA TERRESTRE (ROTA),50033558,CM,C,VOLUNTARIO,"374,87",CGET,CTE,DON MANUEL RUIZ GARRIDO,CGFT,"37,7","['10-09-2021', '13-05-2021', nan]","['A1', 'A1,B3', nan]",,,,
